Complex_name,Embedding,Confidence_score,Hetero_graph_path
BLXRKDXUWQFGAW-UHFFFAOYSA-N_P24941_6Q4E,"[[-11.438462     1.8646288  -26.311354   ...  10.519789    11.052426
   10.087603  ]
 [  8.76749     -6.873563   -11.731352   ...  17.616829   -14.783952
   -5.2438936 ]
 [ -8.607777   -10.6995     -29.548893   ...  -3.4690971  -20.792238
   17.437408  ]
 ...
 [  1.0640144   15.390306    10.13535    ...  -0.32600784  -4.6502037
   -4.736238  ]
 [ 12.130144    10.216515     5.2957134  ...   9.280695     8.226511
   -1.9298056 ]
 [  0.6204777   22.959854     9.957079   ... -25.567507     2.9740057
    2.729173  ]]",-0.65,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BLXRKDXUWQFGAW-UHFFFAOYSA-N_P24941_6Q4E/hetero_graph_BLXRKDXUWQFGAW-UHFFFAOYSA-N_P24941_6Q4E.pt
XKJCHHZQLQNZHY-UHFFFAOYSA-N_P49841_1Q5K,"[[ -1.4086566    6.9501743  -28.484      ...  -3.5570884    0.2791009
    1.2462785 ]
 [ -8.882907     6.1788907  -36.792885   ...   8.767005    -2.0879786
   16.645008  ]
 [-30.051132     2.1578255  -12.292602   ...  10.589592    11.16047
   -1.9942191 ]
 ...
 [ 13.821086    19.893105    20.915298   ...  -4.724785   -16.756878
    5.1834908 ]
 [  7.311702    23.944948     0.08328438 ...   3.6855035  -10.076441
    8.25892   ]
 [ -5.0593605    6.1747394    0.292969   ... -11.533763    13.097884
   -6.405583  ]]",-0.05,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XKJCHHZQLQNZHY-UHFFFAOYSA-N_P49841_1Q5K/hetero_graph_XKJCHHZQLQNZHY-UHFFFAOYSA-N_P49841_1Q5K.pt
CSNHUYLTHDWJQS-UHFFFAOYSA-N_P04406_1U8F,"[[ 16.546963    -4.15872      3.133213   ...  -2.53656     -0.48899317
    5.6263742 ]
 [  3.3487835    8.363828    -5.0015907  ...  -4.9900537  -16.636003
   10.395935  ]
 [-30.158283    21.441769   -20.722149   ...  -6.7479925   15.911804
   -6.6014404 ]
 ...
 [  2.762567    11.889158     9.416731   ...   1.0116134  -16.316849
  -13.584013  ]
 [  7.938358     8.8013935    1.5542634  ...  -0.5426817    2.0512846
   -8.651957  ]
 [  1.1435318    9.770882     6.2394695  ... -10.6216      -1.0660405
   -6.440415  ]]",-2.25,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CSNHUYLTHDWJQS-UHFFFAOYSA-N_P04406_1U8F/hetero_graph_CSNHUYLTHDWJQS-UHFFFAOYSA-N_P04406_1U8F.pt
MCTFLHBLEZLNTF-UHFFFAOYSA-N_P00533_5CAP,"[[ 17.812363     5.602257     6.009465   ...  -5.00516     20.347374
  -21.868113  ]
 [  7.0299654   -3.4464579  -22.747082   ...   3.293871    26.005247
   -1.4941788 ]
 [-12.789478    13.928281    -6.2278104  ...  -5.402141    52.877823
   -0.3942635 ]
 ...
 [ 13.139526     4.857447    12.669067   ...  -0.39461094  -3.6973815
    9.483166  ]
 [ 11.1607065  -13.013046     6.239931   ... -10.733658    -3.0947964
    3.9188046 ]
 [  8.576284     0.7366471    3.9426935  ...   3.8623452   -2.0278316
    3.787684  ]]",-0.22,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MCTFLHBLEZLNTF-UHFFFAOYSA-N_P00533_5CAP/hetero_graph_MCTFLHBLEZLNTF-UHFFFAOYSA-N_P00533_5CAP.pt
APSMUYYLXZULMS-UHFFFAOYSA-N_P11509_1Z10,"[[  8.150774   -4.7288904  20.98882   ...  -9.221015    9.38575
   -7.087743 ]
 [-22.26015    18.7185     -5.11077   ...  -8.921904   16.93605
   -8.185711 ]
 [-22.450302    3.855633    1.4989128 ...  -0.5626414   9.71377
  -16.174814 ]
 ...
 [ 11.9256115   9.610651   -4.0504823 ...   6.383336   -2.105063
    5.797557 ]
 [  7.5592117   9.772438    2.5654829 ...  -4.561421    2.3342152
  -10.034078 ]
 [ 29.209599   10.9429455   8.023656  ...   2.9871924  -1.6714689
    5.7513356]]",-0.7,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/APSMUYYLXZULMS-UHFFFAOYSA-N_P11509_1Z10/hetero_graph_APSMUYYLXZULMS-UHFFFAOYSA-N_P11509_1Z10.pt
XDBHWPLGGBLUHH-UHFFFAOYSA-N_P97612_3PPM,"[[  5.988744  -19.04132    -5.270397  ...  -4.5747766  -3.0881531
    5.2435308]
 [  5.906834    3.789246   -1.8512802 ...  -3.352961  -10.874241
   11.610549 ]
 [ -4.5047197  20.047218  -10.741502  ... -15.469376  -11.065099
   -7.881718 ]
 ...
 [  4.923814    8.55442    -6.0502853 ...   4.7370887   3.2583485
    2.9917712]
 [ 16.767977    3.6032915  -4.032874  ...   4.7146535   0.7537775
   -1.5303419]
 [ -3.6468554 -16.041641   29.218952  ...  18.41733    -4.5036273
    5.723334 ]]",-0.41,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XDBHWPLGGBLUHH-UHFFFAOYSA-N_P97612_3PPM/hetero_graph_XDBHWPLGGBLUHH-UHFFFAOYSA-N_P97612_3PPM.pt
LDJFNCBTVZZEIL-UHFFFAOYSA-N_Q16790_6G98,"[[  2.7702737   -5.4621277    2.0123954  ...  12.483462    33.628555
   10.943344  ]
 [-10.355236    33.167873     4.8093867  ...  38.56138     47.16524
   29.839653  ]
 [-30.229616    11.936219     6.047712   ...  23.666079    -8.285042
   16.738783  ]
 ...
 [  7.2609773    1.3730593    2.570941   ...   1.5299755    4.6821947
   -8.247408  ]
 [ 10.548901    -3.015862    -0.42485285 ...  -9.827198    -7.3522353
   -2.9264252 ]
 [ 15.800342    11.601488    17.432186   ...   4.741415    -1.9886585
  -13.855102  ]]",0.37,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/LDJFNCBTVZZEIL-UHFFFAOYSA-N_Q16790_6G98/hetero_graph_LDJFNCBTVZZEIL-UHFFFAOYSA-N_Q16790_6G98.pt
INMYVQXGWVHEKG-JGVFFNPUSA-N_Q9UHL4_3JYH,"[[ -6.302497    3.665732   -5.9868736 ...  19.708256  -13.563307
   -1.2070551]
 [  0.5934725  -5.19902   -15.086925  ...  -7.312174    0.8439312
   26.357012 ]
 [-21.523304   20.657114   12.233767  ...   2.2020001 -25.593739
   14.128086 ]
 ...
 [  9.377665   13.946243    4.065934  ...  -7.8822527 -10.393047
   12.578099 ]
 [ 22.128357    5.311915    7.294321  ...  -5.3913827   5.0295486
   -1.4231552]
 [  7.141952   -1.0706406  13.712113  ...  -3.759836   -4.368345
   13.333852 ]]",-1.04,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/INMYVQXGWVHEKG-JGVFFNPUSA-N_Q9UHL4_3JYH/hetero_graph_INMYVQXGWVHEKG-JGVFFNPUSA-N_Q9UHL4_3JYH.pt
MBWCZMOHXUQUNT-JGVFFNPUSA-N_P00488_1EVU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MBWCZMOHXUQUNT-JGVFFNPUSA-N_P00488_1EVU/hetero_graph_MBWCZMOHXUQUNT-JGVFFNPUSA-N_P00488_1EVU.pt
HVNDNXAQURYIMM-UHFFFAOYSA-N_Q962Y6_2V6O,"[[ 1.07023945e+01 -1.04059143e+01 -2.02996230e+00 ...  1.23134842e+01
   1.10161743e+01  2.31250525e-02]
 [-1.80016346e+01  8.66408157e+00  9.06805420e+00 ...  1.87216234e+00
   8.76018429e+00 -2.53542042e+00]
 [-2.88606796e+01  1.81332436e+01  5.52745104e+00 ...  7.75193119e+00
  -1.21376343e+01  2.06918907e+00]
 ...
 [ 9.14530754e-02  5.54128790e+00  1.36173096e+01 ...  9.89997292e+00
  -1.59344864e+00 -7.47397327e+00]
 [ 1.94616776e+01  7.76204252e+00  2.21573792e+01 ...  8.99891186e+00
   2.06007028e+00  4.93567228e+00]
 [-9.79653549e+00  1.45125484e+00  1.82554207e+01 ... -4.87249374e-01
  -7.81821585e+00 -5.38889647e+00]]",-0.18,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/HVNDNXAQURYIMM-UHFFFAOYSA-N_Q962Y6_2V6O/hetero_graph_HVNDNXAQURYIMM-UHFFFAOYSA-N_Q962Y6_2V6O.pt
WKAXGVGMKNUCHR-UHFFFAOYSA-N_Q72547_2JLE,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WKAXGVGMKNUCHR-UHFFFAOYSA-N_Q72547_2JLE/hetero_graph_WKAXGVGMKNUCHR-UHFFFAOYSA-N_Q72547_2JLE.pt
WEICSKKJKFXPIJ-UHFFFAOYSA-N_P80457_3NRZ,"[[ -4.1089115   18.293896   -29.855581   ... -14.687109    10.931721
  -18.078976  ]
 [-19.021667    11.29094    -31.734215   ...  -2.9179869   20.296217
  -14.594562  ]
 [-12.587776     5.940689   -35.223648   ...   3.9671264   18.414213
  -10.909646  ]
 ...
 [ 12.42087      3.897479    17.02826    ...  -2.8628812  -10.152075
   -7.8264837 ]
 [  9.606943     0.39497995  -0.12699819 ...   2.1895022    3.4610887
   -3.058127  ]
 [  9.443997    -5.3442307    2.604336   ... -11.266537    11.101614
    0.15292615]]",0.04,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WEICSKKJKFXPIJ-UHFFFAOYSA-N_P80457_3NRZ/hetero_graph_WEICSKKJKFXPIJ-UHFFFAOYSA-N_P80457_3NRZ.pt
VJLDWZCMYOFMOS-UHFFFAOYSA-N_P24941_6Q4E,"[[ -0.83747005   1.3402843  -10.5192585  ...  13.346954   -36.943123
   15.544405  ]
 [ -0.70088816   1.0337672  -20.854115   ... -18.26291    -19.641968
   23.62051   ]
 [-20.51485     -3.9784126  -12.633198   ... -10.1148815    4.239546
   11.787619  ]
 ...
 [  4.8473644   15.843344     9.88475    ...  -5.7525234    3.0465293
   -9.84927   ]
 [ 12.534428    11.332623     5.1871448  ...   8.234837     9.235542
    5.7885633 ]
 [  1.9715717   26.062351    17.043314   ... -26.656206    14.162881
  -14.698764  ]]",-0.22,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/VJLDWZCMYOFMOS-UHFFFAOYSA-N_P24941_6Q4E/hetero_graph_VJLDWZCMYOFMOS-UHFFFAOYSA-N_P24941_6Q4E.pt
OPYMOTLKQFPQGP-UHFFFAOYSA-N_Q14289_3FZS,"[[  2.549263     1.6921132  -18.568834   ... -20.754509    -1.9618225
    3.6841116 ]
 [ -7.2316422   22.581165   -26.233805   ...  10.794988   -33.88196
   17.797253  ]
 [-24.849804     5.4774423  -25.777079   ...  -2.3623495  -16.390978
   18.660786  ]
 ...
 [ 17.146427     3.289185    13.601786   ...  -2.9317372   -4.085888
   14.53323   ]
 [ 11.29162      7.992357     0.76434445 ...  -3.227692     3.4289174
    1.1238966 ]
 [ 21.290916     0.3140502   16.917068   ...  14.4452305   -1.7670975
    3.7042782 ]]",-0.18,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/OPYMOTLKQFPQGP-UHFFFAOYSA-N_Q14289_3FZS/hetero_graph_OPYMOTLKQFPQGP-UHFFFAOYSA-N_Q14289_3FZS.pt
DXNWOQPYTAASAH-UHFFFAOYSA-N_P21980_2Q3Z,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DXNWOQPYTAASAH-UHFFFAOYSA-N_P21980_2Q3Z/hetero_graph_DXNWOQPYTAASAH-UHFFFAOYSA-N_P21980_2Q3Z.pt
ACMNCCHOSFLUPZ-HTQZYQBOSA-N_P29474_1M9J,"[[-17.833529   32.874054    5.114001  ...   9.227219  -25.156693
   -9.608814 ]
 [-20.628242   13.900314   12.3869095 ...  -0.8488693   4.5534525
  -11.842503 ]
 [-28.48468    21.964947  -25.034424  ...  -1.5253131  -5.801554
   -2.6705503]
 ...
 [ 11.721616    5.128082    4.504608  ...   3.7463632  -8.786389
    8.701216 ]
 [ 16.58458    11.537716    8.316985  ...  -2.8023758   3.5175622
   -3.242446 ]
 [  8.415403   12.061871   14.794996  ...   5.909009   -6.9821186
   12.235861 ]]",-0.23,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ACMNCCHOSFLUPZ-HTQZYQBOSA-N_P29474_1M9J/hetero_graph_ACMNCCHOSFLUPZ-HTQZYQBOSA-N_P29474_1M9J.pt
YDEUKNRKEYICTH-UHFFFAOYSA-N_P0DTD1_5R7Y,"[[-17.048742   -16.673683    11.017689   ... -15.428396   -25.119244
   -6.9717913 ]
 [-24.536589     1.3114309   16.414526   ...  14.738794   -15.207996
    0.9818125 ]
 [ -2.9951096   -2.107071    -3.5006084  ...   0.25495374 -36.39832
   -0.21618271]
 ...
 [  8.340274     1.0846772    6.4508624  ...  -9.646409     2.9602842
  -13.68915   ]
 [ 12.91202     -2.7716842   17.167713   ...   5.687616     6.8922977
    4.7253394 ]
 [  6.9377837    1.2701735   10.563263   ...  16.382769    17.372156
  -11.637459  ]]",-0.59,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/YDEUKNRKEYICTH-UHFFFAOYSA-N_P0DTD1_5R7Y/hetero_graph_YDEUKNRKEYICTH-UHFFFAOYSA-N_P0DTD1_5R7Y.pt
GQNPIAHRIAARFY-UHFFFAOYSA-N_P9WFV1_5AGR,"[[ 10.319977    -1.2414477    7.082364   ...  -7.2532063   11.086704
   -2.8396988 ]
 [-10.96512      8.056313    30.303703   ...  12.811559   -29.381498
   -3.8979154 ]
 [ -5.9310303    2.5157595   23.720032   ... -13.980773    -1.9611893
   -4.22843   ]
 ...
 [ 21.837833    10.88332     23.298685   ...   0.86861444  -1.1679442
    6.161504  ]
 [  9.920453     8.133545     6.5037327  ... -18.152596   -11.68622
   13.78446   ]
 [ 27.769325    16.43592     15.1569395  ...  -8.887798   -15.686146
   38.262165  ]]",0.05,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/GQNPIAHRIAARFY-UHFFFAOYSA-N_P9WFV1_5AGR/hetero_graph_GQNPIAHRIAARFY-UHFFFAOYSA-N_P9WFV1_5AGR.pt
NMUSYJAQQFHJEW-KVTDHHQDSA-N_P26358_3EPZ,"[[ -4.1504807  -6.660379  -10.224054  ...  20.580841  -22.609543
    7.785179 ]
 [ -6.249159    8.254184    9.323551  ...   1.9229279 -20.423079
    6.730053 ]
 [-19.44603    10.963413  -18.332005  ...  -6.536598  -18.458366
    5.558886 ]
 ...
 [  1.8745627   6.200931   10.516336  ...   1.6417937  -0.9735122
   -0.2402767]
 [ 17.90638    11.064123   -6.7565823 ...  -0.5991049 -12.401416
   -8.312328 ]
 [  9.477706   -6.329554   13.7607765 ...   2.7762308  -6.048367
   -9.360176 ]]",-3.74,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NMUSYJAQQFHJEW-KVTDHHQDSA-N_P26358_3EPZ/hetero_graph_NMUSYJAQQFHJEW-KVTDHHQDSA-N_P26358_3EPZ.pt
FKCMADOPPWWGNZ-SFYZADRCSA-N_Q9UHL4_3JYH,"[[ -2.306684     7.2068987  -12.2299385  ... -12.362091    29.413853
  -19.043869  ]
 [ -3.883297    -5.099534     0.6899986  ...  23.82624    -32.114426
  -11.781784  ]
 [ -1.4207458   25.119513     6.9754696  ... -16.082546    -2.3134604
  -26.91257   ]
 ...
 [ 10.383263     7.0535016    7.990415   ...  -5.675358    -3.2745316
   -4.720311  ]
 [ 14.962757     7.002909    15.278196   ...  -0.33644867  -1.3436944
   -4.900662  ]
 [ 11.474626    -4.7111664    5.916665   ...  -6.505988     1.0171868
    2.260352  ]]",-0.28,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FKCMADOPPWWGNZ-SFYZADRCSA-N_Q9UHL4_3JYH/hetero_graph_FKCMADOPPWWGNZ-SFYZADRCSA-N_Q9UHL4_3JYH.pt
WYWHKKSPHMUBEB-UHFFFAOYSA-N_P23219_6Y3C,"[[ -1.5601544   -4.86265     -9.934449   ...  -7.6599317    5.668648
  -15.984641  ]
 [-13.960787    13.282288    -9.212215   ...  -6.9909983   -2.864757
    5.9263077 ]
 [-12.929797    -5.1824656  -10.461619   ...  -0.3359084    6.8006997
  -16.185465  ]
 ...
 [ 11.898503     6.3870883   -1.6161666  ...  -3.8170404    8.030585
    7.914053  ]
 [ 10.695743     2.9842968    9.47448    ...  -6.4876003   13.241327
    3.2523632 ]
 [ 10.196093     0.41522074  17.674793   ...   3.417408    -5.051688
   -2.3011775 ]]",-0.46,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WYWHKKSPHMUBEB-UHFFFAOYSA-N_P23219_6Y3C/hetero_graph_WYWHKKSPHMUBEB-UHFFFAOYSA-N_P23219_6Y3C.pt
XHCXISPZIHYKQD-PHDIDXHHSA-N_P22894_1JAQ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XHCXISPZIHYKQD-PHDIDXHHSA-N_P22894_1JAQ/hetero_graph_XHCXISPZIHYKQD-PHDIDXHHSA-N_P22894_1JAQ.pt
REQPQFUJGGOFQL-UHFFFAOYSA-N_P0DTD1_5R7Y,"[[ -0.92155266  15.052262   -22.277058   ...   8.23344      6.120706
   -6.832894  ]
 [-10.034062     9.570558    -6.3839817  ...  41.112183     5.528636
  -45.59719   ]
 [-18.502161     9.456888    -1.8928938  ...  11.240148    -7.6527796
   -8.545729  ]
 ...
 [  7.946924     0.30077505  11.946004   ... -13.821048     6.779481
   -4.3999095 ]
 [ 13.249304    -7.3014      20.990475   ...   7.349065     0.438614
   12.495983  ]
 [  4.0110974    1.5626884   11.7514715  ...  21.182049    14.072753
    0.25379193]]",-2.48,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/REQPQFUJGGOFQL-UHFFFAOYSA-N_P0DTD1_5R7Y/hetero_graph_REQPQFUJGGOFQL-UHFFFAOYSA-N_P0DTD1_5R7Y.pt
KUXGNMQNIKQVCF-UHFFFAOYSA-N_P18031_1NWL,"[[-15.592368   -18.198189    40.78387    ...  -3.2632182   22.216522
   -6.122155  ]
 [-10.637697    -9.970432    34.087875   ...   5.802806     3.552641
   36.97494   ]
 [-11.157675   -10.190701    15.719475   ...   4.955381   -20.347311
   30.067518  ]
 ...
 [ -0.802268   -32.874638     5.12731    ... -28.238201   -27.25943
  -13.316143  ]
 [ 18.622269     0.7628751   11.70944    ...  17.972977    -6.1810803
   -0.99796224]
 [ 24.99693     -5.730697     2.4553118  ...   6.074714   -11.355658
   14.69146   ]]",-3.89,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/KUXGNMQNIKQVCF-UHFFFAOYSA-N_P18031_1NWL/hetero_graph_KUXGNMQNIKQVCF-UHFFFAOYSA-N_P18031_1NWL.pt
XNTPRKQKIQHNAU-UHFFFAOYSA-N_P00533_5CAP,"[[ -3.856381     9.909092   -40.978004   ... -12.100186    12.5529995
    5.078572  ]
 [  7.7038746    0.2397933  -30.540283   ...  -4.3876286   23.028086
   -2.5854738 ]
 [  0.25656223  -3.830268   -31.290424   ...  -8.686075    23.458687
   -7.28227   ]
 ...
 [ 14.600391    -0.11163187  11.9920435  ...  -0.2724502   -1.9656771
    1.3112288 ]
 [  7.052717   -14.364231     5.1901035  ... -13.683396    -2.2070217
   -3.3583782 ]
 [  8.626356    -5.0926046    2.4996963  ...   4.271814     0.16505384
    0.07139802]]",0.1,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XNTPRKQKIQHNAU-UHFFFAOYSA-N_P00533_5CAP/hetero_graph_XNTPRKQKIQHNAU-UHFFFAOYSA-N_P00533_5CAP.pt
BPEGJWRSRHCHSN-UHFFFAOYSA-N_P00533_5CAP,"[[ 12.453795    14.036016    -7.01468    ... -16.711998    -1.7028068
   -9.495195  ]
 [ -7.2361274   -2.7311945    4.3290415  ...  -3.297286     8.995445
  -17.119177  ]
 [-12.440428    -1.0521526  -13.577333   ... -21.689714     8.391905
    5.0671463 ]
 ...
 [  8.023487     0.55387163  14.3931055  ...  -1.5501578    1.5447606
    7.9097476 ]
 [  4.584342   -12.300566     7.550077   ... -16.436184    -4.2740097
    4.590892  ]
 [  5.732917    -1.4092512    3.98351    ...  -1.9217299   -3.1975236
    4.576643  ]]",0.27,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BPEGJWRSRHCHSN-UHFFFAOYSA-N_P00533_5CAP/hetero_graph_BPEGJWRSRHCHSN-UHFFFAOYSA-N_P00533_5CAP.pt
FGUKFZPUKNZRSR-UHFFFAOYSA-N_P29475_4D1N,"[[  5.114093    13.36084     -6.609948   ...  26.370472    13.591652
  -15.475906  ]
 [ -4.990135     6.4126835    3.5488138  ...  10.276867    39.65811
  -19.079567  ]
 [  0.08919716   8.600158     0.8663988  ...  27.912056    47.65451
  -60.51072   ]
 ...
 [  4.8119106   10.333008    11.0274725  ...  -1.2741692   14.652394
   26.862629  ]
 [  5.746545    -2.2065272   10.147316   ...   8.496191     1.4752188
   15.459464  ]
 [-10.956805   -12.894281   -11.64072    ...  18.12725     -4.063348
   32.136658  ]]",-1.56,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FGUKFZPUKNZRSR-UHFFFAOYSA-N_P29475_4D1N/hetero_graph_FGUKFZPUKNZRSR-UHFFFAOYSA-N_P29475_4D1N.pt
KHHYTDYDQPEPGS-UHFFFAOYSA-N_Q13547_4BKX,"[[ -0.6741762  -10.335769   -27.255112   ... -11.061503     0.99993336
   -7.331197  ]
 [-19.21677      9.181194   -26.01511    ... -17.54571     15.643952
    9.92013   ]
 [ -8.035063    19.221722   -11.481959   ... -16.943644    11.143005
    7.4911623 ]
 ...
 [  9.003425    11.258108    15.327455   ... -20.548002   -10.807535
    3.1085076 ]
 [ 19.026134     8.690325     4.1183686  ...   3.3550932    9.690081
    2.271824  ]
 [ 25.363571     5.7707686    1.4556277  ...  16.927816     7.7743845
   -6.327504  ]]",0.22,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/KHHYTDYDQPEPGS-UHFFFAOYSA-N_Q13547_4BKX/hetero_graph_KHHYTDYDQPEPGS-UHFFFAOYSA-N_Q13547_4BKX.pt
NMXUDKKDUSZJDB-LUAWRHEFSA-N_Q9HC16_3V4J,"[[ -2.613048    24.23039    -29.673702   ...   4.058003     2.118785
    6.9478054 ]
 [ -9.930373    31.78675    -17.355227   ...  -6.1230702   -4.454934
    6.6656027 ]
 [-20.068325    27.087633   -26.054523   ...  -0.5401157  -25.758524
   -8.184214  ]
 ...
 [ 15.048754    12.213932    13.357277   ... -15.581409   -15.074644
    1.3436642 ]
 [ 10.839706    12.202435    12.811991   ...   0.7262038   -2.8512716
   -0.85293293]
 [ -0.04426289   8.4932785   15.986457   ...  12.973633     2.525059
    9.342499  ]]",-0.39,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NMXUDKKDUSZJDB-LUAWRHEFSA-N_Q9HC16_3V4J/hetero_graph_NMXUDKKDUSZJDB-LUAWRHEFSA-N_Q9HC16_3V4J.pt
FKCMADOPPWWGNZ-MQWKRIRWSA-N_Q6V1X1_6EOO,"[[  3.4138231   21.32711    -13.70296    ...  -8.459556    36.152626
  -31.932     ]
 [  2.9600163    8.958662     9.170241   ...  12.244961   -29.785542
   18.965643  ]
 [ -0.08943486   9.254345   -23.443535   ... -12.254671   -14.790822
    9.514614  ]
 ...
 [ 13.00683     -4.3362184   10.3854685  ...   3.4809546    3.8942423
   -8.621214  ]
 [ 15.08823      3.4819393    5.336017   ...   2.1583285  -12.521681
   10.089268  ]
 [  4.8385763    0.8413091    8.228172   ...   7.097495     4.505835
    8.534291  ]]",-0.05,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FKCMADOPPWWGNZ-MQWKRIRWSA-N_Q6V1X1_6EOO/hetero_graph_FKCMADOPPWWGNZ-MQWKRIRWSA-N_Q6V1X1_6EOO.pt
WYJZNQIVRNPORS-UHFFFAOYSA-N_Q8IL11_3KR4,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WYJZNQIVRNPORS-UHFFFAOYSA-N_Q8IL11_3KR4/hetero_graph_WYJZNQIVRNPORS-UHFFFAOYSA-N_Q8IL11_3KR4.pt
QBTJCYMBEOZPEL-UHFFFAOYSA-N_P16455_1EH6,"[[-2.5498824e+00 -9.6053400e+00 -1.5924701e+01 ...  2.4451248e+01
  -1.1712677e+01 -1.7451057e+01]
 [-5.5452614e+00  9.4997559e+00 -9.7579117e+00 ...  1.2536102e+01
   2.1749117e+01 -1.3826232e+01]
 [-3.9638771e+01 -3.9493921e+00 -4.4292727e+00 ...  1.6590637e+01
  -2.7279854e-02  1.8434011e+01]
 ...
 [ 5.5164170e+00  1.4200901e+01  1.8124630e+01 ... -6.0806913e+00
   1.2008236e+01 -2.5320641e+01]
 [ 1.2654667e+01  9.5811081e+00  1.9321306e+01 ... -2.8143926e+00
  -3.3435570e+01  1.2872452e+01]
 [ 9.4201422e-01  1.0856569e+01  2.1285410e+01 ...  8.1907778e+00
   2.1867626e+01 -1.8266357e+01]]",-2.77,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QBTJCYMBEOZPEL-UHFFFAOYSA-N_P16455_1EH6/hetero_graph_QBTJCYMBEOZPEL-UHFFFAOYSA-N_P16455_1EH6.pt
DHLVDJQBEXVPOQ-UHFFFAOYSA-N_Q9Y2K7_2YU1,"[[  5.1037674    7.240472   -14.943834   ...  25.015015    -6.5994854
   -4.1044245 ]
 [ -0.16813755  21.473335     8.915733   ...   9.577515     7.508069
  -18.544458  ]
 [  1.6239157   17.595245   -10.492716   ...  15.671202     4.90368
  -16.159662  ]
 ...
 [ 27.52658      9.899309     3.0854106  ...  -4.6364417   -8.02503
   -6.4548187 ]
 [ 11.812003     7.2594123   13.3002825  ...  -5.337537     9.856563
   -4.821726  ]
 [ 15.919393     4.5773387   -1.7368855  ...  31.853226     9.749004
    0.22202355]]",-2.12,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DHLVDJQBEXVPOQ-UHFFFAOYSA-N_Q9Y2K7_2YU1/hetero_graph_DHLVDJQBEXVPOQ-UHFFFAOYSA-N_Q9Y2K7_2YU1.pt
